1426509916.697103,$SFIMU,17,9,205,57,43,4*7D
1426509916.704967,$SFIMU,18,6,207,59,39,6*7E
1426509916.719825,$SFIMU,19,8,206,59,42,5*7F
1426509916.724923,$SFIMU,17,8,202,57,42,4*7A
1426509916.734848,$SFIMU,16,11,201,57,42,6*42
1426509916.746292,$SFIMU,16,8,205,58,39,-41*63
1426509916.754972,$SFIMU,11,9,207,57,42,-31*63
1426509916.765504,$SFIMU,11,10,209,56,38,-35*5D
1426509916.775040,$SFIMU,12,10,203,55,40,-37*5A
1426509916.785425,$SFIMU,13,13,204,56,41,-39*53
1426509916.795028,$SFIMU,18,8,204,55,39,-46*66
1426509916.804075,$SFIMU,16,7,203,54,41,-33*6C
1426509916.815487,$SFIMU,16,11,205,54,41,-22*5D
1426509916.824027,$SFIMU,18,8,206,57,40,-29*61
1426509916.834084,$SFIMU,15,10,203,56,42,-37*5C
1426509916.844011,$SFIMU,16,9,205,56,40,-20*65
1426509916.853384,$SFIMU,18,7,205,54,38,-11*6A
1426509916.863006,$SFIMU,18,4,203,54,44,-7*53
1426509916.872990,$SFIMU,15,6,207,54,39,3*7B
1426509916.883023,$SFIMU,14,8,204,57,38,7*71
1426509916.892990,$SFIMU,16,10,208,56,40,6*49
1426509916.903469,$SFIMU,16,7,202,54,40,7*76
1426509916.913321,$SFIMU,17,8,204,56,42,10*48
1426509916.923323,$SFIMU,17,8,207,56,42,21*49
1426509916.932370,$SFIMU,15,8,207,56,42,15*4C
1426509916.942580,$SFIMU,17,6,205,57,42,8*7F
1426509916.952362,$SFIMU,14,8,205,57,40,6*7E
1426509916.962952,$SFIMU,16,8,205,56,39,6*73
1426509916.972907,$SFIMU,15,8,204,56,42,-11*66
1426509916.982887,$SFIMU,16,10,206,57,38,-12*51
1426509916.992579,$SFIMU,18,7,204,58,40,2*77
1426509917.001325,$SFIMU,18,6,209,56,40,7*70
1426509917.011349,$SFIMU,15,3,206,54,41,45*42
1426509917.021306,$SFIMU,16,9,205,55,39,37*43
1426509917.031310,$SFIMU,14,7,207,58,44,10*4F
1426509917.041273,$SFIMU,15,9,206,57,40,9*72
1426509917.050135,$SFIMU,11,8,205,59,39,8*75
1426509917.060236,$SFIMU,16,9,207,57,38,7*71
1426509917.070203,$SFIMU,15,8,204,60,39,8*7A
1426509917.080233,$SFIMU,17,7,207,56,41,13*44
1426509917.091055,$SFIMU,15,8,204,58,43,37*40
1426509917.099843,$SFIMU,17,8,203,59,41,32*43
1426509917.109769,$SFIMU,14,8,205,59,37,16*41
1426509917.119454,$SFIMU,14,9,206,57,42,6*7E
1426509917.129274,$SFIMU,16,7,203,59,41,7*7B
1426509917.139217,$SFIMU,16,8,206,61,36,7*7A
1426509917.154734,$SFIMU,16,8,205,60,38,6*77
1426509917.158719,$SFIMU,19,7,202,59,41,6*74
1426509917.168838,$SFIMU,18,8,202,57,41,5*77
1426509917.179313,$SFIMU,18,8,206,60,40,8*7B
1426509917.189238,$SFIMU,19,8,206,58,40,10*48
1426509917.198076,$SFIMU,17,5,201,59,37,14*49
1426509917.208134,$SFIMU,19,9,205,61,40,24*47
1426509917.219518,$SFIMU,16,8,203,56,39,38*48
1426509917.228221,$SFIMU,16,7,207,56,39,50*4D
1426509917.238387,$SFIMU,15,6,208,57,39,56*47
1426509917.248656,$SFIMU,18,9,203,58,36,50*48
1426509917.258034,$SFIMU,17,8,204,56,39,61*42
1426509917.267137,$SFIMU,18,8,203,53,40,61*41
1426509917.277141,$SFIMU,20,8,204,54,42,53*49
1426509917.287161,$SFIMU,14,4,203,55,40,49*4D
1426509917.297112,$SFIMU,17,6,206,57,43,39*4F
1426509917.307148,$SFIMU,15,11,204,58,38,24*76
1426509917.317222,$SFIMU,15,11,204,57,37,17*76
1426509917.327135,$SFIMU,15,7,202,54,38,12*4E
1426509917.337128,$SFIMU,15,10,205,53,40,18*7D
1426509917.346096,$SFIMU,16,7,203,53,44,19*4B
1426509917.355987,$SFIMU,17,7,205,56,40,20*47
1426509917.366019,$SFIMU,18,7,207,45,41,23*4A
1426509917.375183,$SFIMU,15,7,208,40,44,21*4A
1426509917.385788,$SFIMU,20,9,204,39,43,32*45
1426509917.395923,$SFIMU,17,6,205,38,41,39*47
1426509917.404643,$SFIMU,17,7,203,43,42,46*47
1426509917.414653,$SFIMU,16,8,204,53,42,37*49
1426509917.424626,$SFIMU,14,6,209,56,39,22*45
1426509917.434652,$SFIMU,14,10,207,69,40,4*4A
1426509917.444656,$SFIMU,14,8,206,79,36,-4*5F
1426509917.454686,$SFIMU,18,6,205,80,37,-8*55
1426509917.464744,$SFIMU,17,8,207,67,37,-7*50
1426509917.474133,$SFIMU,17,7,202,59,42,-2*50
1426509917.483657,$SFIMU,18,7,204,55,38,5*72
1426509917.493665,$SFIMU,15,8,201,53,40,8*71
1426509917.503653,$SFIMU,17,6,205,46,46,12*40
1426509917.513638,$SFIMU,13,7,206,38,42,17*4E
1426509917.523684,$SFIMU,17,8,205,40,41,19*44
1426509917.534084,$SFIMU,16,10,204,47,41,20*70
1426509917.543748,$SFIMU,17,7,205,50,38,20*4E
1426509917.553206,$SFIMU,16,6,208,52,41,22*4D
1426509917.563598,$SFIMU,14,7,204,56,38,17*4E
1426509917.573606,$SFIMU,15,6,207,64,38,15*4E
1426509917.583660,$SFIMU,16,8,205,69,39,3*7A
1426509917.593505,$SFIMU,17,7,204,68,41,5*7D
1426509917.602141,$SFIMU,17,7,205,67,39,4*7D
1426509917.612165,$SFIMU,18,7,206,63,41,8*76
1426509917.622158,$SFIMU,17,6,204,64,39,7*7D
1426509917.631917,$SFIMU,15,10,205,60,39,5*4F
1426509917.641946,$SFIMU,15,6,208,60,41,8*77
1426509917.651859,$SFIMU,18,6,205,56,38,6*72
1426509917.661872,$SFIMU,15,8,206,58,41,5*71
1426509917.670611,$SFIMU,15,9,204,58,43,6*73
1426509917.680595,$SFIMU,14,6,208,57,40,3*78
1426509917.690678,$SFIMU,19,4,204,54,41,8*72
1426509917.700600,$SFIMU,17,9,205,59,38,6*7D
1426509917.710790,$SFIMU,14,8,205,58,41,5*73
1426509917.720911,$SFIMU,15,8,208,58,41,7*7D
1426509917.730885,$SFIMU,16,8,207,59,39,7*7F
1426509917.739679,$SFIMU,16,9,203,60,40,6*7F
1426509917.749735,$SFIMU,14,10,204,57,40,6*46
1426509917.761296,$SFIMU,16,9,207,57,43,3*79
1426509917.769603,$SFIMU,18,7,205,56,39,3*77
1426509917.779646,$SFIMU,16,6,207,41,44,32*44
1426509917.789622,$SFIMU,14,10,207,42,43,23*75
1426509917.799718,$SFIMU,15,9,209,52,42,24*45
1426509917.809851,$SFIMU,15,7,208,47,40,43*4D
1426509917.818875,$SFIMU,15,7,206,37,42,58*4C
1426509917.831665,$SFIMU,19,9,204,32,37,57*44
1426509917.839460,$SFIMU,14,9,206,36,38,46*40
1426509917.848638,$SFIMU,18,7,204,41,40,31*4F
1426509917.865346,$SFIMU,13,8,205,51,41,25*4F
1426509917.870860,$SFIMU,15,8,205,60,40,16*4A
1426509917.880478,$SFIMU,14,7,204,65,39,15*4D
1426509917.888465,$SFIMU,17,8,208,61,40,18*4A
1426509917.897567,$SFIMU,17,9,203,61,39,18*4E
1426509917.908148,$SFIMU,17,8,204,63,40,9*74
1426509917.918568,$SFIMU,17,7,207,64,40,2*74
1426509917.927928,$SFIMU,17,8,206,61,40,5*78
1426509917.937554,$SFIMU,17,6,206,59,39,4*72
1426509917.946636,$SFIMU,16,7,208,61,40,4*79
1426509917.956963,$SFIMU,16,9,205,57,40,9*72
1426509917.966916,$SFIMU,18,8,205,54,43,8*7C
1426509917.976956,$SFIMU,18,10,203,52,41,8*47
1426509917.986947,$SFIMU,17,7,208,56,41,6*7F
1426509917.996838,$SFIMU,16,7,203,56,41,2*71
1426509918.006906,$SFIMU,17,7,204,59,41,5*7F
1426509918.017041,$SFIMU,17,7,206,57,38,1*79
1426509918.027682,$SFIMU,15,8,206,60,43,2*7F
1426509918.035645,$SFIMU,15,8,204,58,39,3*7A
1426509918.046071,$SFIMU,16,8,205,56,42,4*7D
1426509918.056369,$SFIMU,16,9,206,55,39,7*73
1426509918.066941,$SFIMU,16,7,203,59,44,5*7C
1426509918.077518,$SFIMU,17,7,206,58,41,10*48
1426509918.085408,$SFIMU,15,8,204,57,40,9*71
1426509918.096139,$SFIMU,14,8,207,56,38,5*71
1426509918.106892,$SFIMU,16,9,205,57,42,5*7C
1426509918.114794,$SFIMU,17,9,204,55,43,7*7D
1426509918.125301,$SFIMU,16,9,205,55,42,5*7E
1426509918.135781,$SFIMU,17,8,205,54,39,8*7E
1426509918.146372,$SFIMU,15,8,206,55,41,5*7C
1426509918.154413,$SFIMU,18,6,207,56,39,5*72
1426509918.164815,$SFIMU,15,8,210,56,41,6*7B
1426509918.175520,$SFIMU,16,6,203,55,40,6*76
1426509918.186027,$SFIMU,16,7,207,57,42,5*70
1426509918.193723,$SFIMU,15,8,205,57,42,6*7D
1426509918.203869,$SFIMU,16,9,203,54,39,6*76
1426509918.214124,$SFIMU,17,8,206,57,43,7*7C
1426509918.224867,$SFIMU,14,7,206,52,37,9*78
1426509918.233847,$SFIMU,16,9,209,56,40,7*71
